DateTime,M_ID,Comp_ID
10/1/2015 6:00:00 AM,20,C02
10/31/2015 6:00:00 AM,20,C03
11/15/2015 6:00:00 AM,20,C02
12/15/2015 6:00:00 AM,20,C01
12/30/2015 6:00:00 AM,20,C04
1/23/2015 6:00:00 AM,21,C03
4/8/2015 6:00:00 AM,21,C04
5/8/2015 6:00:00 AM,21,C01
8/6/2015 6:00:00 AM,21,C02
8/6/2015 6:00:00 AM,21,C04
9/5/2015 6:00:00 AM,21,C03
9/20/2015 6:00:00 AM,21,C04
10/5/2015 6:00:00 AM,21,C02
11/4/2015 6:00:00 AM,21,C04
12/4/2015 6:00:00 AM,21,C02
12/19/2015 6:00:00 AM,21,C03
1/2/2015 3:00:00 AM,22,C01
2/6/2015 6:00:00 AM,22,C03
3/23/2015 6:00:00 AM,22,C02
3/23/2015 6:00:00 AM,22,C04
4/7/2015 6:00:00 AM,22,C03
4/22/2015 6:00:00 AM,22,C02
5/22/2015 6:00:00 AM,22,C01
5/22/2015 6:00:00 AM,22,C03
6/21/2015 6:00:00 AM,22,C04
7/6/2015 6:00:00 AM,22,C02
8/5/2015 6:00:00 AM,22,C04
8/20/2015 6:00:00 AM,22,C03
9/19/2015 6:00:00 AM,22,C02
11/3/2015 6:00:00 AM,22,C03
11/18/2015 6:00:00 AM,22,C04
1/5/2015 6:00:00 AM,23,C02
1/20/2015 6:00:00 AM,23,C04
3/21/2015 6:00:00 AM,23,C04
4/5/2015 6:00:00 AM,23,C01
6/4/2015 6:00:00 AM,23,C03
7/19/2015 6:00:00 AM,23,C02
8/3/2015 6:00:00 AM,23,C03
9/2/2015 6:00:00 AM,23,C02
10/2/2015 6:00:00 AM,23,C03
10/17/2015 6:00:00 AM,23,C04
11/16/2015 6:00:00 AM,23,C03
12/16/2015 6:00:00 AM,23,C04
1/2/2015 6:00:00 AM,24,C01
2/16/2015 6:00:00 AM,24,C01
4/2/2015 6:00:00 AM,24,C04
4/17/2015 6:00:00 AM,24,C03
7/1/2015 6:00:00 AM,24,C03
7/31/2015 6:00:00 AM,24,C04
9/29/2015 6:00:00 AM,24,C01
10/14/2015 6:00:00 AM,24,C03
11/13/2015 6:00:00 AM,24,C04
11/28/2015 6:00:00 AM,24,C03
3/5/2015 6:00:00 AM,25,C01
5/4/2015 6:00:00 AM,25,C04
6/3/2015 6:00:00 AM,25,C01
6/3/2015 6:00:00 AM,25,C02
8/17/2015 6:00:00 AM,25,C02
8/17/2015 6:00:00 AM,25,C04
10/31/2015 6:00:00 AM,25,C02
11/30/2015 6:00:00 AM,25,C04
4/6/2015 6:00:00 AM,26,C01
8/19/2015 6:00:00 AM,26,C02
9/3/2015 6:00:00 AM,26,C01
10/18/2015 6:00:00 AM,26,C02
11/2/2015 6:00:00 AM,26,C01
11/17/2015 6:00:00 AM,26,C02
1/10/2015 6:00:00 AM,27,C02
1/25/2015 6:00:00 AM,27,C01
2/24/2015 6:00:00 AM,27,C02
3/17/2015 6:00:00 AM,28,C02
5/1/2015 6:00:00 AM,28,C01
6/15/2015 6:00:00 AM,28,C02
8/14/2015 6:00:00 AM,28,C01
12/27/2015 6:00:00 AM,28,C01
3/3/2015 6:00:00 AM,29,C01
11/28/2015 6:00:00 AM,29,C02
1/9/2015 6:00:00 AM,30,C04
3/25/2015 6:00:00 AM,30,C04
8/7/2015 6:00:00 AM,30,C02
8/7/2015 6:00:00 AM,30,C04
12/5/2015 6:00:00 AM,30,C04
3/23/2015 6:00:00 AM,31,C03
5/22/2015 6:00:00 AM,31,C01
7/6/2015 6:00:00 AM,31,C03
9/4/2015 6:00:00 AM,31,C03
10/19/2015 6:00:00 AM,31,C02
11/18/2015 6:00:00 AM,31,C01
11/18/2015 6:00:00 AM,31,C03
1/10/2015 6:00:00 AM,32,C01
2/9/2015 6:00:00 AM,32,C04
3/11/2015 6:00:00 AM,32,C01
4/10/2015 6:00:00 AM,32,C04
5/10/2015 6:00:00 AM,32,C02
6/24/2015 6:00:00 AM,32,C02
6/24/2015 6:00:00 AM,32,C04
8/8/2015 6:00:00 AM,32,C01
9/22/2015 6:00:00 AM,32,C04
11/6/2015 6:00:00 AM,32,C01
1/31/2015 6:00:00 AM,33,C01
1/31/2015 6:00:00 AM,33,C04
4/1/2015 6:00:00 AM,33,C04
5/1/2015 6:00:00 AM,33,C02
5/31/2015 6:00:00 AM,33,C02
6/15/2015 6:00:00 AM,33,C04
8/29/2015 6:00:00 AM,33,C04
9/28/2015 6:00:00 AM,33,C02
11/27/2015 6:00:00 AM,33,C01
4/16/2015 6:00:00 AM,34,C01
10/28/2015 6:00:00 AM,34,C02
11/12/2015 6:00:00 AM,34,C01
1/2/2015 3:00:00 AM,35,C01
1/6/2015 6:00:00 AM,35,C04
2/5/2015 6:00:00 AM,35,C03
3/22/2015 6:00:00 AM,35,C04
4/6/2015 6:00:00 AM,35,C03
5/6/2015 6:00:00 AM,35,C04
5/21/2015 6:00:00 AM,35,C01
7/20/2015 6:00:00 AM,35,C02
8/4/2015 6:00:00 AM,35,C01
9/18/2015 6:00:00 AM,35,C01
9/18/2015 6:00:00 AM,35,C04
2/21/2015 6:00:00 AM,36,C01
6/6/2015 6:00:00 AM,36,C01
6/21/2015 6:00:00 AM,36,C02
9/4/2015 6:00:00 AM,36,C02
1/4/2015 6:00:00 AM,37,C04
2/3/2015 6:00:00 AM,37,C03
4/19/2015 6:00:00 AM,37,C04
5/19/2015 6:00:00 AM,37,C03
6/3/2015 6:00:00 AM,37,C04
6/18/2015 6:00:00 AM,37,C01
7/3/2015 6:00:00 AM,37,C03
7/18/2015 6:00:00 AM,37,C04
8/17/2015 6:00:00 AM,37,C02
9/16/2015 6:00:00 AM,37,C02
10/1/2015 6:00:00 AM,37,C04
11/15/2015 6:00:00 AM,37,C02
11/30/2015 6:00:00 AM,37,C03
12/15/2015 6:00:00 AM,37,C04
1/17/2015 6:00:00 AM,38,C04
4/2/2015 6:00:00 AM,38,C02
4/17/2015 6:00:00 AM,38,C04
7/1/2015 6:00:00 AM,38,C02
8/30/2015 6:00:00 AM,38,C04
12/13/2015 6:00:00 AM,38,C01
12/13/2015 6:00:00 AM,38,C04
4/1/2015 6:00:00 AM,39,C02
7/30/2015 6:00:00 AM,39,C01
10/13/2015 6:00:00 AM,39,C02
12/27/2015 6:00:00 AM,39,C02
1/4/2015 6:00:00 AM,40,C03
2/18/2015 6:00:00 AM,40,C01
4/4/2015 6:00:00 AM,40,C01
6/3/2015 6:00:00 AM,40,C03
6/18/2015 6:00:00 AM,40,C02
7/3/2015 6:00:00 AM,40,C01
8/17/2015 6:00:00 AM,40,C02
11/30/2015 6:00:00 AM,40,C01
12/15/2015 6:00:00 AM,40,C03
2/1/2015 6:00:00 AM,41,C01
5/2/2015 6:00:00 AM,41,C01
10/29/2015 6:00:00 AM,41,C01
1/21/2015 6:00:00 AM,42,C01
4/6/2015 6:00:00 AM,42,C03
5/6/2015 6:00:00 AM,42,C01
6/5/2015 6:00:00 AM,42,C02
6/20/2015 6:00:00 AM,42,C03
8/19/2015 6:00:00 AM,42,C02
9/18/2015 6:00:00 AM,42,C03
11/17/2015 6:00:00 AM,42,C02
12/17/2015 6:00:00 AM,42,C03
2/5/2015 6:00:00 AM,43,C01
2/20/2015 6:00:00 AM,43,C04
3/22/2015 6:00:00 AM,43,C02
5/21/2015 6:00:00 AM,43,C02
6/5/2015 6:00:00 AM,43,C01
7/20/2015 6:00:00 AM,43,C01
8/4/2015 6:00:00 AM,43,C02
10/3/2015 6:00:00 AM,43,C04
11/2/2015 6:00:00 AM,43,C01
11/17/2015 6:00:00 AM,43,C02
3/16/2015 6:00:00 AM,44,C02
6/14/2015 6:00:00 AM,44,C01
7/29/2015 6:00:00 AM,44,C02
8/28/2015 6:00:00 AM,44,C01
1/2/2015 3:00:00 AM,45,C01
1/22/2015 6:00:00 AM,45,C02
2/21/2015 6:00:00 AM,45,C04
5/22/2015 6:00:00 AM,45,C04
7/21/2015 6:00:00 AM,45,C04
10/19/2015 6:00:00 AM,45,C04
11/3/2015 6:00:00 AM,45,C01
2/22/2015 6:00:00 AM,46,C02
11/19/2015 6:00:00 AM,46,C02
1/24/2015 6:00:00 AM,47,C03
3/25/2015 6:00:00 AM,47,C01
4/9/2015 6:00:00 AM,47,C02
6/23/2015 6:00:00 AM,47,C03
7/8/2015 6:00:00 AM,47,C02
8/7/2015 6:00:00 AM,47,C01
9/21/2015 6:00:00 AM,47,C03
10/21/2015 6:00:00 AM,47,C02
11/20/2015 6:00:00 AM,47,C02
12/20/2015 6:00:00 AM,47,C02
1/11/2015 6:00:00 AM,48,C02
3/12/2015 6:00:00 AM,48,C01
5/11/2015 6:00:00 AM,48,C02
7/10/2015 6:00:00 AM,48,C02
7/25/2015 6:00:00 AM,48,C01
9/8/2015 6:00:00 AM,48,C01
11/7/2015 6:00:00 AM,48,C02
3/1/2015 6:00:00 AM,49,C04
3/16/2015 6:00:00 AM,49,C03
4/15/2015 6:00:00 AM,49,C04
5/15/2015 6:00:00 AM,49,C02
7/14/2015 6:00:00 AM,49,C04
7/29/2015 6:00:00 AM,49,C03
9/12/2015 6:00:00 AM,49,C02
9/12/2015 6:00:00 AM,49,C03
10/12/2015 6:00:00 AM,49,C04
11/11/2015 6:00:00 AM,49,C03
11/26/2015 6:00:00 AM,49,C02
12/26/2015 6:00:00 AM,49,C04
1/30/2015 6:00:00 AM,50,C01
4/30/2015 6:00:00 AM,50,C02
9/12/2015 6:00:00 AM,50,C02
10/12/2015 6:00:00 AM,50,C02
1/2/2015 3:00:00 AM,51,C01
3/2/2015 6:00:00 AM,51,C04
4/1/2015 6:00:00 AM,51,C02
5/31/2015 6:00:00 AM,51,C02
6/30/2015 6:00:00 AM,51,C02
7/15/2015 6:00:00 AM,51,C04
9/13/2015 6:00:00 AM,51,C02
9/28/2015 6:00:00 AM,51,C04
11/27/2015 6:00:00 AM,51,C04
12/12/2015 6:00:00 AM,51,C02
1/19/2015 6:00:00 AM,52,C02
1/19/2015 6:00:00 AM,52,C04
7/18/2015 6:00:00 AM,52,C04
8/2/2015 6:00:00 AM,52,C02
10/31/2015 6:00:00 AM,52,C01
10/31/2015 6:00:00 AM,52,C04
12/30/2015 6:00:00 AM,52,C04
3/29/2015 6:00:00 AM,53,C01
5/13/2015 6:00:00 AM,53,C02
7/12/2015 6:00:00 AM,53,C01
10/10/2015 6:00:00 AM,53,C01
11/9/2015 6:00:00 AM,53,C02
12/9/2015 6:00:00 AM,53,C02
1/15/2015 6:00:00 AM,54,C03
3/31/2015 6:00:00 AM,54,C03
4/30/2015 6:00:00 AM,54,C02
6/29/2015 6:00:00 AM,54,C03
12/26/2015 6:00:00 AM,54,C02
3/7/2015 6:00:00 AM,55,C04
4/21/2015 6:00:00 AM,55,C02
6/5/2015 6:00:00 AM,55,C04
6/20/2015 6:00:00 AM,55,C01
8/4/2015 6:00:00 AM,55,C01
8/19/2015 6:00:00 AM,55,C04
9/3/2015 6:00:00 AM,55,C02
12/2/2015 6:00:00 AM,55,C01
1/2/2015 3:00:00 AM,56,C03
1/14/2015 6:00:00 AM,56,C03
3/15/2015 6:00:00 AM,56,C03
4/14/2015 6:00:00 AM,56,C01
4/29/2015 6:00:00 AM,56,C02
6/13/2015 6:00:00 AM,56,C03
9/26/2015 6:00:00 AM,56,C02
9/26/2015 6:00:00 AM,56,C03
11/10/2015 6:00:00 AM,56,C01
11/25/2015 6:00:00 AM,56,C02
12/25/2015 6:00:00 AM,56,C01
2/7/2015 6:00:00 AM,57,C01
11/4/2015 6:00:00 AM,57,C01
1/2/2015 3:00:00 AM,58,C02
1/31/2015 6:00:00 AM,58,C03
5/1/2015 6:00:00 AM,58,C03
5/16/2015 6:00:00 AM,58,C01
5/31/2015 6:00:00 AM,58,C02
7/30/2015 6:00:00 AM,58,C03
9/28/2015 6:00:00 AM,58,C03
12/12/2015 6:00:00 AM,58,C02
1/2/2015 3:00:00 AM,59,C01
2/4/2015 6:00:00 AM,59,C04
4/5/2015 6:00:00 AM,59,C04
5/20/2015 6:00:00 AM,59,C04
7/19/2015 6:00:00 AM,59,C01
8/3/2015 6:00:00 AM,59,C02
8/18/2015 6:00:00 AM,59,C04
10/17/2015 6:00:00 AM,59,C02
1/30/2015 6:00:00 AM,60,C02
4/15/2015 6:00:00 AM,60,C02
7/29/2015 6:00:00 AM,60,C02
9/12/2015 6:00:00 AM,60,C02
2/27/2015 6:00:00 AM,61,C02
8/11/2015 6:00:00 AM,61,C02
10/25/2015 6:00:00 AM,61,C01
11/24/2015 6:00:00 AM,61,C02
1/13/2015 6:00:00 AM,62,C01
1/28/2015 6:00:00 AM,62,C04
5/28/2015 6:00:00 AM,62,C04
6/27/2015 6:00:00 AM,62,C02
8/11/2015 6:00:00 AM,62,C01
12/9/2015 6:00:00 AM,62,C04
12/24/2015 6:00:00 AM,62,C02
1/28/2015 6:00:00 AM,63,C01
1/28/2015 6:00:00 AM,63,C02
3/14/2015 6:00:00 AM,63,C04
5/13/2015 6:00:00 AM,63,C04
5/28/2015 6:00:00 AM,63,C02
7/27/2015 6:00:00 AM,63,C04
10/25/2015 6:00:00 AM,63,C04
11/9/2015 6:00:00 AM,63,C02
1/5/2015 6:00:00 AM,64,C04
1/20/2015 6:00:00 AM,64,C02
2/19/2015 6:00:00 AM,64,C04
4/5/2015 6:00:00 AM,64,C02
5/5/2015 6:00:00 AM,64,C04
9/17/2015 6:00:00 AM,64,C04
10/17/2015 6:00:00 AM,64,C02
12/31/2015 6:00:00 AM,64,C01
3/17/2015 6:00:00 AM,65,C01
5/31/2015 6:00:00 AM,65,C01
6/30/2015 6:00:00 AM,65,C04
8/14/2015 6:00:00 AM,65,C01
8/14/2015 6:00:00 AM,65,C02
9/13/2015 6:00:00 AM,65,C04
2/18/2015 6:00:00 AM,66,C01
5/19/2015 6:00:00 AM,66,C01
5/19/2015 6:00:00 AM,66,C02
10/1/2015 6:00:00 AM,66,C01
12/15/2015 6:00:00 AM,66,C01
1/16/2015 6:00:00 AM,67,C02
3/17/2015 6:00:00 AM,67,C02
5/31/2015 6:00:00 AM,67,C04
6/15/2015 6:00:00 AM,67,C01
7/15/2015 6:00:00 AM,67,C02
8/29/2015 6:00:00 AM,67,C04
9/13/2015 6:00:00 AM,67,C02
9/28/2015 6:00:00 AM,67,C01
10/13/2015 6:00:00 AM,67,C02
4/2/2015 6:00:00 AM,68,C02
8/15/2015 6:00:00 AM,68,C02
11/28/2015 6:00:00 AM,68,C01
12/13/2015 6:00:00 AM,68,C02
1/5/2015 6:00:00 AM,69,C02
1/20/2015 6:00:00 AM,69,C03
2/4/2015 6:00:00 AM,69,C04
4/20/2015 6:00:00 AM,69,C04
5/20/2015 6:00:00 AM,69,C02
8/3/2015 6:00:00 AM,69,C03
8/18/2015 6:00:00 AM,69,C02
9/2/2015 6:00:00 AM,69,C04
10/17/2015 6:00:00 AM,69,C04
11/1/2015 6:00:00 AM,69,C03
1/28/2015 6:00:00 AM,70,C01
5/28/2015 6:00:00 AM,70,C02
7/12/2015 6:00:00 AM,70,C01
11/9/2015 6:00:00 AM,70,C01
12/9/2015 6:00:00 AM,70,C02
1/11/2015 6:00:00 AM,71,C02
1/26/2015 6:00:00 AM,71,C03
1/26/2015 6:00:00 AM,71,C04
2/10/2015 6:00:00 AM,71,C01
2/25/2015 6:00:00 AM,71,C02
3/12/2015 6:00:00 AM,71,C03
3/27/2015 6:00:00 AM,71,C01
4/26/2015 6:00:00 AM,71,C02
6/10/2015 6:00:00 AM,71,C04
6/25/2015 6:00:00 AM,71,C03
7/25/2015 6:00:00 AM,71,C04
9/23/2015 6:00:00 AM,71,C03
10/8/2015 6:00:00 AM,71,C04
3/24/2015 6:00:00 AM,72,C01
9/5/2015 6:00:00 AM,72,C01
1/2/2015 3:00:00 AM,73,C02
1/2/2015 6:00:00 AM,73,C03
2/16/2015 6:00:00 AM,73,C04
4/2/2015 6:00:00 AM,73,C01
4/17/2015 6:00:00 AM,73,C04
5/2/2015 6:00:00 AM,73,C03
5/17/2015 6:00:00 AM,73,C01
7/16/2015 6:00:00 AM,73,C01
8/30/2015 6:00:00 AM,73,C03
9/14/2015 6:00:00 AM,73,C04
11/13/2015 6:00:00 AM,73,C03
11/28/2015 6:00:00 AM,73,C01
1/23/2015 6:00:00 AM,74,C01
3/9/2015 6:00:00 AM,74,C02
5/8/2015 6:00:00 AM,74,C02
6/22/2015 6:00:00 AM,74,C02
7/22/2015 6:00:00 AM,74,C02
10/20/2015 6:00:00 AM,74,C02
1/7/2015 6:00:00 AM,75,C01
2/6/2015 6:00:00 AM,75,C04
4/7/2015 6:00:00 AM,75,C01
5/7/2015 6:00:00 AM,75,C04
6/6/2015 6:00:00 AM,75,C02
7/21/2015 6:00:00 AM,75,C02
8/20/2015 6:00:00 AM,75,C02
9/4/2015 6:00:00 AM,75,C04
10/19/2015 6:00:00 AM,75,C02
1/18/2015 6:00:00 AM,76,C03
2/2/2015 6:00:00 AM,76,C01
3/4/2015 6:00:00 AM,76,C02
3/19/2015 6:00:00 AM,76,C01
4/3/2015 6:00:00 AM,76,C03
5/3/2015 6:00:00 AM,76,C02
8/16/2015 6:00:00 AM,76,C03
9/30/2015 6:00:00 AM,76,C03
11/29/2015 6:00:00 AM,76,C03
2/5/2015 6:00:00 AM,78,C04
2/20/2015 6:00:00 AM,78,C02
3/7/2015 6:00:00 AM,78,C01
6/5/2015 6:00:00 AM,78,C04
7/5/2015 6:00:00 AM,78,C01
7/20/2015 6:00:00 AM,78,C04
9/3/2015 6:00:00 AM,78,C04
11/2/2015 6:00:00 AM,78,C04
12/17/2015 6:00:00 AM,78,C02
1/2/2015 3:00:00 AM,79,C01
3/3/2015 6:00:00 AM,79,C02
3/18/2015 6:00:00 AM,79,C04
4/2/2015 6:00:00 AM,79,C01
5/17/2015 6:00:00 AM,79,C04
6/16/2015 6:00:00 AM,79,C02
7/1/2015 6:00:00 AM,79,C01
9/14/2015 6:00:00 AM,79,C02
9/29/2015 6:00:00 AM,79,C04
12/13/2015 6:00:00 AM,79,C04
1/2/2015 3:00:00 AM,80,C02
7/12/2015 6:00:00 AM,80,C02
9/10/2015 6:00:00 AM,80,C02
11/9/2015 6:00:00 AM,80,C02
12/9/2015 6:00:00 AM,80,C02
1/2/2015 6:00:00 AM,81,C01
1/17/2015 6:00:00 AM,81,C02
2/16/2015 6:00:00 AM,81,C01
3/3/2015 6:00:00 AM,81,C02
4/17/2015 6:00:00 AM,81,C02
6/16/2015 6:00:00 AM,81,C02
10/14/2015 6:00:00 AM,81,C02
12/13/2015 6:00:00 AM,81,C02
1/28/2015 6:00:00 AM,82,C01
3/29/2015 6:00:00 AM,82,C01
5/13/2015 6:00:00 AM,82,C01
12/9/2015 6:00:00 AM,82,C02
1/2/2015 3:00:00 AM,83,C04
1/16/2015 6:00:00 AM,83,C04
3/17/2015 6:00:00 AM,83,C04
5/16/2015 6:00:00 AM,83,C04
5/31/2015 6:00:00 AM,83,C02
7/15/2015 6:00:00 AM,83,C01
7/15/2015 6:00:00 AM,83,C04
8/14/2015 6:00:00 AM,83,C02
8/29/2015 6:00:00 AM,83,C01
9/13/2015 6:00:00 AM,83,C02
10/13/2015 6:00:00 AM,83,C01
11/27/2015 6:00:00 AM,83,C04
12/27/2015 6:00:00 AM,83,C01
12/27/2015 6:00:00 AM,83,C02
1/5/2015 6:00:00 AM,84,C02
2/4/2015 6:00:00 AM,84,C02
2/19/2015 6:00:00 AM,84,C01
4/5/2015 6:00:00 AM,84,C02
7/4/2015 6:00:00 AM,84,C01
9/2/2015 6:00:00 AM,84,C02
10/2/2015 6:00:00 AM,84,C01
1/15/2015 6:00:00 AM,85,C02
1/30/2015 6:00:00 AM,85,C03
2/14/2015 6:00:00 AM,85,C04
5/30/2015 6:00:00 AM,85,C03
6/29/2015 6:00:00 AM,85,C01
8/28/2015 6:00:00 AM,85,C04
9/12/2015 6:00:00 AM,85,C03
10/12/2015 6:00:00 AM,85,C02
11/11/2015 6:00:00 AM,85,C02
12/11/2015 6:00:00 AM,85,C03
12/26/2015 6:00:00 AM,85,C04
1/2/2015 3:00:00 AM,86,C01
1/23/2015 6:00:00 AM,86,C02
9/5/2015 6:00:00 AM,86,C01
11/19/2015 6:00:00 AM,86,C02
1/2/2015 3:00:00 AM,87,C01
3/13/2015 6:00:00 AM,87,C03
3/28/2015 6:00:00 AM,87,C01
4/27/2015 6:00:00 AM,87,C02
6/26/2015 6:00:00 AM,87,C03
8/10/2015 6:00:00 AM,87,C01
8/25/2015 6:00:00 AM,87,C03
10/24/2015 6:00:00 AM,87,C03
12/23/2015 6:00:00 AM,87,C03
1/19/2015 6:00:00 AM,88,C04
2/3/2015 6:00:00 AM,88,C02
3/5/2015 6:00:00 AM,88,C02
4/4/2015 6:00:00 AM,88,C02
7/3/2015 6:00:00 AM,88,C01
9/1/2015 6:00:00 AM,88,C02
9/1/2015 6:00:00 AM,88,C04
11/30/2015 6:00:00 AM,88,C02
11/30/2015 6:00:00 AM,88,C04
12/30/2015 6:00:00 AM,88,C01
2/7/2015 6:00:00 AM,89,C01
3/24/2015 6:00:00 AM,89,C04
5/23/2015 6:00:00 AM,89,C04
6/22/2015 6:00:00 AM,89,C01
7/22/2015 6:00:00 AM,89,C02
8/21/2015 6:00:00 AM,89,C02
11/19/2015 6:00:00 AM,89,C02
1/20/2015 6:00:00 AM,90,C02
2/19/2015 6:00:00 AM,90,C02
3/21/2015 6:00:00 AM,90,C03
4/5/2015 6:00:00 AM,90,C01
5/20/2015 6:00:00 AM,90,C02
6/4/2015 6:00:00 AM,90,C03
8/18/2015 6:00:00 AM,90,C01
8/18/2015 6:00:00 AM,90,C03
